Framework Topic,Status,Term,Patterns,,,,Term Type,Source,Topic,
Worker-Voice/Protection,Finalized (SET) pattern development,anonymous reporting-employee,"['complaint', 'grievance', ' report', 'disclos', 'describ', 'detail', 'reveal'],['anonymous', 'confidential'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,7,7,15]",-,-,-,practice,AIMA & Albourne Diversity and Inclusion Questionnaire - AIMA,grievance mechanisms,
Worker-Voice/Protection,Finalized (SET) pattern development,track employee engagement/satisfaction,"['survey', 'accounting', 'review', 'summar(ize|y)', ' track', 'document', 'record', ' log(ged|s)? ', '(collect|compil|gather)(e|ed|es|ing|s) (data|info)', 'catalog', 'observe', 'analy'],['employ(ee|ment)', 'work( conditions| environment|er|force|( )?place)', ' job', 'contractor'],['satisf(action|ied)', 'morale', 'happiness', 'engag(ed|ement)', 'content', '(feel|felt)(s|ing)? value'],[10,7,10,15]",-,-,-,practice,ILPA Due Dilligence Questionanaire (DDQ) 2.0  - Institutional Limited Partners Association (ILPA),worker feedback,
Worker-Voice/Protection,Finalized (SET) pattern development,employee resource group/council,"['group', 'council', 'committee'],['employee', 'work(er|force|( )?place)', 'contractor'],['resource'],[5,5,15,15]","['council', 'committee'],['employee', 'work(er|force|( )?place)', 'contractor'],['group'],[5,5,15,15]",-,-,practice,U.S. Racial and Ethnic Diversity Dataset - MSCI,worker feedback,
Worker-Voice/Protection,Finalized (SET) pattern development,policy-diverse representation,"['polic(ies|y)', 'system', 'process', 'procedure'],['representation'],['divers'],[7,5,7,15]",-,-,-,practice,IRIS+ Gender Lens Impact Theme - Global Impact Investing Network,discrimination/ harassment prevention,
Worker-Voice/Protection,Finalized (SET) pattern development,employee engagement mechanism,"['method', 'mechanism', 'procedure', 'system', 'infrastructure', 'process', 'polic(ies|y)' ],['engag(e(d)?|ement)', 'participat', 'involv', 'energiz', 'gather input'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,10,10,15]",-,-,-,practice,IRIS+ Gender Lens Impact Theme - Global Impact Investing Network,worker feedback,
Worker-Voice/Protection,Finalized (SET) pattern development,number of employee grievances registered,"['number', 'amount', 'count', 'share', 'entire', 'portion', ' half', ' none ', ' all ', ' some ', ' percent'],['(register|document|record| log)(.*)(complaint|grievance|object|(not|dis)( |-)?content)', '(complaint|grievance|object|(not|dis)( |-)?content)(.*)(register|document|record| log)'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,10,10,15]",-,-,-,outcome,IRIS+ Gender Lens Impact Theme - Global Impact Investing Network,grievance mechanisms,
Worker-Voice/Protection,Finalized (SET) pattern development,number of employee grievances resolved,"['number', 'amount', 'count', 'share', 'entire', 'portion', ' half', ' none ', ' all ', ' some ', ' percent'],['(resolv|resolution|fix|remediat|redress|rectify)(.*)(complaint|grievance|object|(not|dis)( |-)?content)', '(complaint|grievance|object|(not|dis)( |-)?content)(.*)(resolv|resolution|fix|remediat|redress|rectify)'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,10,10,15]",-,-,-,outcome,IRIS+ Gender Lens Impact Theme - Global Impact Investing Network,grievance mechanisms,
Worker-Voice/Protection,Finalized (SET) pattern development,occupational injury,"['injur(e|ies|y)', 'hurt'],['on( |-)the( |-)job', 'occupational', 'employee', 'work(er|force|( )?place)', 'contractor'],[7,15]",-,-,-,outcome,IRIS+ Gender Lens Impact Theme - Global Impact Investing Network,other worker voice/protection,
Worker-Voice/Protection,Finalized (SET) pattern development,access to social security,"['access', 'availib', 'attain', 'reach'],['social security'],['employee', 'work(er|force|( )?place)', 'contractor'],[5,7,10,15]",-,-,-,practice,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,other worker voice/protection,
Worker-Voice/Protection,Finalized (SET) pattern development,privacy at work,"['privacy'],['employee', 'work', 'contractor'],[7,15]",-,-,-,outcome,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,other worker voice/protection,
Worker-Voice/Protection,Finalized (SET) pattern development,adequate housing,"['access', 'availib', 'attain', 'adequate', 'sufficient'],['housing'],['employee', 'work(er|force|( )?place)', 'contractor'],[5,7,10,15]",-,-,-,outcome,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,other worker voice/protection,
Worker-Voice/Protection,Finalized (SET) pattern development,restroom facilities,"['restroom', 'washroom', 'water closet', 'bathroom', 'toilet'],['(trans-)?inclusive', 'support', 'neutral', 'comfortable', 'safe',  'welcom(e|ing)'],[7,15]",-,-,-,practice,HRC 2023 Corporate Equality Index - Human Rights Campaign,discrimination/ harassment prevention,
Worker-Voice/Protection,Finalized (SET) pattern development,inclusive documentation,"['polic(ies|y)', 'system', 'process', 'procedure', 'method', 'guidance', 'standard', 'format', 'structure'],['documentation', 'self-identify', 'pronoun', 'survey'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,10,10,15]",-,-,-,practice,HRC 2023 Corporate Equality Index - Human Rights Campaign,discrimination/ harassment prevention,
Worker-Voice/Protection,Finalized (SET) pattern development,dress code,"['dress code'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,15]",-,-,-,practice,HRC 2023 Corporate Equality Index - Human Rights Campaign,discrimination/ harassment prevention,
Worker-Voice/Protection,Finalized (SET) pattern development,access to equal opportunities,"['access', 'availib', 'attain', 'reach'],['equal (employment )?opportunit', ' eeo '],['employee', 'work(er|force|( )?place)', 'contractor'],[5,7,10,15]",-,-,-,practice,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,discrimination/ harassment prevention,
Worker-Voice/Protection,Finalized (SET) pattern development,remediation/corrective action process,"['remediat'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,15]","['correct', 'fix', 'redress', 'rectify'],['action', 'polic(ies|y)', 'system', 'process', 'procedure'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,7,7,15]",-,-,practice,from Fall 2021 list,grievance mechanisms,
Worker-Voice/Protection,Finalized (SET) pattern development,social dialogue,"['social dialogue'],['employee', 'work(er|force|( )?place)', 'contractor'],[7,15]",-,-,-,practice,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,worker feedback,
Worker-Voice/Protection,Finalized (SET) pattern development,non-disclosure agreements,"['non(-)?disclosure agreement', ' nda(s)? '],['employee', 'work(er|force|( )?place)', 'contractor'],[7,15]",-,-,-,practice,AIMA & Albourne Diversity and Inclusion Questionnaire - AIMA,other worker voice/protection,
Worker-Voice/Protection,Finalized (SET) pattern development,training-bias/anti-harassment/non-discrimination,"[' train', 'educat', 'instruct', 'workshop'],['(anti|non)?( |-)bias', '(anti|non)( |-)?(harass|discriminat)'],[7,15]",-,-,-,practice,AIMA & Albourne Diversity and Inclusion Questionnaire - AIMA,internal diversity trainings,
Worker-Voice/Protection,Finalized (SET) pattern development,training-dei,"[' train', 'educat', 'instruct', 'workshop'],[' dei ', 'diversity(.*)equity(.*)and inclusion', 'de\&i'],[7,15]",-,-,-,practice,AIMA & Albourne Diversity and Inclusion Questionnaire - AIMA,internal diversity trainings,
Worker-Voice/Protection,Finalized (SET) pattern development,code of conduct/ethics,"[' code '],[' ethic', 'conduct'],[5,15]",-,-,-,practice,ILPA Due Dilligence Questionanaire (DDQ) 2.0  - Institutional Limited Partners Association (ILPA),code of conduct,
,,,,,,,,,,
Workforce-Development,Finalized (SET) pattern development,training-employee-development,"['program', 'initiative', 'campaign', 'polic(ies|y)'],['career', 'employee', 'work(er|force)', 'contractor'],['advanc', 'develop', 'promot(ed|ion)', ' train', '(present(ed|ing|s)|grant(ed|ing|s)|g(ave|iv(e(s)?|ing))|provid(e(d|s)?|ing)|offer(ed|s)?|ing) opportunit'],[10,10,10,15]",-,-,-,practice,PI recommendation,professional development and training,
Workforce-Development,Finalized (SET) pattern development,invest in people,"['invest(s|ed|ment)? in'],['work(er|force)', 'employee', 'contractor', 'talent', 'skill', 'success', 'career', 'develop', 'advanc', 'transition', 'progress'],[7,15]",-,-,-,practice,from Fall 2021 list,professional development and training,
Workforce-Development,Finalized (SET) pattern development,program/initiative/policy-career development,"['program', 'initiative', 'campaign', 'polic(ies|y)'],['career', 'employee', 'work(er|force)', 'contractor'],['advanc', 'develop', 'promot(e(d|s)?|ing|ion(s)?) ', ' train', '(present(ed|ing|s)|grant(ed|ing|s)|g(ave|iv(e(s)?|ing))|provid(e(d|s)?|ing)|offer(ed|s)?|ing) opportunit'],[10,10,10,15]",-,-,-,practice,Corporate Racial Equity Tracker - JUST Capital,professional development and training,"diverse workforce composition (race, gender, ability, sexual orientation etc by security of employment)"
Workforce-Development,Finalized (SET) pattern development,employer affinity program/group,"['employer', 'company', 'firm'],['affinity'],['program', 'group', 'initiative'],[7,5,10,15]",-,-,-,practice,AIMA & Albourne Diversity and Inclusion Questionnaire - AIMA,professional development and training,unfilled positions
Workforce-Development,Finalized (SET) pattern development,internshipship/scholarship program/network,"['internship', 'scholarship'],['develop', 'advanc', 'skill', 'leader', 'progress', 'opportunit', 'promot(e(d|s)?|ing|ion(s)?) ', '(rise|climb|progress|move) up', 'support', 'empower'],[7,15]","['program', 'initiative', 'campaign', 'group', 'network'],['internship', 'scholarship'],[7,15]",-,-,practice,ILPA Due Dilligence Questionanaire (DDQ) 2.0  - Institutional Limited Partners Association (ILPA),professional development and training,
Workforce-Development,Finalized (SET) pattern development,mentorship/apprenticeship program/network,"['apprentice', 'mentor'],['develop', 'advanc', 'skill', 'leader', 'progress', 'opportunit', 'promot(e(d|s)?|ing|ion(s)?) ', '(rise|climb|progress|move) up', 'support', 'empower'],[7,15]","['program', 'initiative', 'campaign', 'group', 'network'],[' mentor', 'apprentice'],[7,15]",-,-,practice,ILPA Due Dilligence Questionanaire (DDQ) 2.0  - Institutional Limited Partners Association (ILPA),professional development and training,
Workforce-Development,Finalized (SET) pattern development,sponsorship program/network,"['sponsorship'],['develop', 'advanc', 'skill', 'leader', 'progress', 'opportunit', 'promot(e(d|s)?|ing|ion(s)?) ', '(rise|climb|progress|move) up', 'support', 'empower'],[7,15]","['program', 'initiative', 'campaign', 'group', 'network'],['sponsor'],[7,15]",-,-,practice,ILPA Due Dilligence Questionanaire (DDQ) 2.0  - Institutional Limited Partners Association (ILPA),professional development and training,
Workforce-Development,Finalized (SET) pattern development,fellowship program/network,"['fellowship'],['develop', 'advanc', 'skill', 'leader', 'progress', 'opportunit', 'promot(e(d|s)?|ing|ion(s)?) ', '(rise|climb|progress|move) up', 'support', 'empower'],[7,15]","['program', 'initiative', 'campaign', 'group', 'network'],['fellowship],[7,15]",-,-,practice,ILPA Due Dilligence Questionanaire (DDQ) 2.0  - Institutional Limited Partners Association (ILPA),professional development and training,
Workforce-Development,Finalized (SET) pattern development,favor internal hire/promotion,"['favo(u)?r', 'prefer', 'priorit'],[' hir(e(s|d)?|ing) ', 'recruit', 'promot(ed|ion)'],['within', 'inside', 'current', 'existing', 'internal'],[7,7,7,15]",-,-,-,practice,PI recommendation,professional development and training,
Workforce-Development,Finalized (SET) pattern development,access to training/career development,"['access', 'availib', 'attain', 'reach', 'participat'],['career', 'employee', 'work(er|force)', 'contractor'],['advanc', 'develop', 'promot(ed|ion)', ' train', '(present(ed|ing|s)|grant(ed|ing|s)|g(ave|iv(e(s)?|ing))|provid(e(d|s)?|ing)|offer(ed|s)?|ing) opportunit'],[10,10,10,15]",-,-,-,outcome,Gender Equallity Scorecard - Equileap,professional development and training,
Workforce-Development,Finalized (SET) pattern development,internal mobility,"['within', 'inside', 'current', 'existing', 'internal'],['mobility', '( job|career) (progress|advanc|develop)'],['work(er|force|( )?place)', 'employ(ee|ment)', 'contractor'],[10,10,10,15]",-,-,-,outcome,U.S. Racial and Ethnic Diversity Dataset - MSCI,professional development and training,
Workforce-Development,Finalized (SET) pattern development,career development/performance review,"['survey', 'accounting', 'review', 'summar(ize|y)', ' track', 'document', 'record', ' log(ged|s)? ', '(collect|compil|gather)(e|ed|es|ing|s) (data|info)'],['career'],['advanc', 'develop', 'performance', 'progress'],[10,7,10,15]",-,-,-,practice,IRIS+ Gender Lens Impact Theme - Global Impact Investing Network,professional development and training,
Workforce-Development,Finalized (SET) pattern development,tuition assistance,"['tuition', 'cost(.*)education', 'education(.*)cost'],['reimburs', 'assist'],['employee', 'work(er|force)', 'contractor'],[7,10,10,15]",-,-,-,practice,Corporate Racial Equity Tracker - JUST Capital,professional development and training,
,,,,,,,,,,
General-Outcome,Finalized (SET) pattern development,bankruptcy,"['bankrupt', 'chapter 11'],['declare', 'file', 'went', ' go(ing)? '],[7,50]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,competitive advantage,"['competitive( advantage|ness)'],['industry', 'business', 'field', 'product(s)? ', 'service', 'sector', 'maintain', 'develop', 'keep', 'gain', 'manag', 'preserve', 'protect', 'sustain', 'defend', 'guard'],[7,50]",-,-,-,outcome,"Cox, T.H. and Blake, S. (1991) Managing Cultural Diversity: Implications for Organizational Competitiveness. The Executive, 5, 45-56. https://doi.org/10.5465/AME.1991.4274465",general outcome,
General-Outcome,Finalized (SET) pattern development,financial loss,"['financial', 'monetary', 'significant', 'material'],['cost', 'loss'],[5,50]","['negative'],['return'],[5,15]",-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,lost opportunity,"['lost', ' miss(ed)? ', 'forfeit', 'waste', 'gone', 'squander'],['opportunit'],[7,50]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,aging workforce,"[' aging', ' old(er|est)? '],['employee', 'work(er|force|( )?place)', 'contractor'],[7,15]",-,-,-,outcome,SASB slides: https://www.sasb.org/wp-content/uploads/2021/12/List-of-Proposed-Industries-for-DEI-Industry-Characteristics-Indicators.pdf,general outcome,
General-Outcome,Finalized (SET) pattern development,change in share value,"[' stock', 'share'],['value', 'price'],['change', 'r(a)?ise', 'drop', 'increas', 'decreas', 'jump', 'plummet'],[5,7,7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,to be liable,"['liab(ility|le)'],[' (is|are|was|were|be) ', 'accept', 'take on', 'assume', 'acknowledge', ' hold', 'affirm', 'recognize'],['company', 'firm', 'business', 'leader', ' ceo(s)? ', 'executive', 'president', ' vp ', 'director', 'chair(-)?(wo)?man', 'spokes(person|man|woman)'],[10,5,10,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,conciliation agreement,"['conciliation agreement'],['conciliation agreement'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,disruption/delay-operational/workplace,"['operation', 'work(er|force|( )?place)', 'factory', 'business', 'company', 'firm', 'office', 'supply chain'],['disrupt', 'delay'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,government action,"['government'],['action', 'order', 'pressure'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,inspection,"[' inspect(ion|or)'],[' inspect(ion|or)'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,risk recognition,"['risk'],['recogni(tion|ze)', 'identify', 'f(ound|ind)', 'notice', 'track', 'analy', 'determine', ' spot', 'distinguish', 'catalog', 'observe', 'perceive', 'study'],[7,15]",-,-,-,outcome,SASB slides: https://www.sasb.org/wp-content/uploads/2021/12/List-of-Proposed-Industries-for-DEI-Industry-Characteristics-Indicators.pdf,general outcome,
General-Outcome,Finalized (SET) pattern development,investigat,"['investigat'],['investigat'],[2,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,back pay,"['back pay'],['back pay'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,front pay,"['front pay'],['front pay'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,share price/value,"[' stock', 'share'],['value', 'price'],[5,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,child labor,"['labo(u)?r'],['child'],[5,15]",-,-,-,outcome,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,general outcome,
General-Outcome,Finalized (SET) pattern development,forced labor,"['labo(u)?r'],[' force', 'involuntary'],[5,15]",-,-,-,outcome,ESRS S3 on Equal Opportunities - European Financial Reporting Advisory Group,general outcome,
General-Outcome,Finalized (SET) pattern development,penalty,"['penal(ize|t)'],['penal(ize|t)'],[7,15]",-,-,-,outcome,from Fall 2021 list,general outcome,
General-Outcome,Finalized (SET) pattern development,debt bondage,"['debt'],['bondage', 'slavery', 'servitude'],[5,15]","['bonded labo(u)?r', 'peonage'],['bonded labo(u)?r', 'peonage'],[7,15]",-,-,outcome,from Fall 2021 list,general outcome,
,,,,,,,,,,
General-Practice,Finalized (SET) pattern development,salary bonus,"['bonus'],['salary', ' wage', 'employ', 'work(er|force|( )?place)', 'contractor'],[5,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,due diligence,"['due diligence'],['due diligence'],[7,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,raise awareness,"[' rais(ing|e)',  'promot(e(d|s)?|ing|ion(s)?) ', 'br(ing|ought)'],['aware', 'attention', 'exposure', 'knowledge', 'understanding'],[7,15]",-,-,-,practice,PI recommendation,general practice,
General-Practice,Finalized (SET) pattern development,combat bias,"['combat', 'battl', 'f(ight(ing)?|ought)', 'push back', 'resist'],[' bias', 'stereotype', 'stigma'],[6,15]",-,-,-,practice,PI recommendation,general practice,
General-Practice,Finalized (SET) pattern development,reinforce bias,"['reinforc', 'perpetuat', 'strengthen', 'bolster', 'emphasi(s|z)'],[' bias', 'stereotype', 'stigma'],[6,15]",-,-,-,practice,PI recommendation,general practice,
General-Practice,Finalized (SET) pattern development,arbitration,"['arbitration'],['arbitration'],[7,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,exemption,"['exemption'],['exemption'],[7,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,offshoring,"['off( |-)shor'],['work', 'labo(u)?r'],[7,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,outsource,"['outsourc'],['work', 'labo(u)?r'],[7,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,overtime,"['overtime'],['employ', 'work',  'labo(u)?r', 'contractor'],[7,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,passport/document retention,"['retain', 'retention', 'keep'],['passport'],[7,15]","['retain', 'retention', 'keep'],['paper', 'document'],[' id ', 'identification'],[7,5,7,15]",-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,recognize neurodiversity,"['neuro( |-)?divers'],['welcom(e|ing)', 'embrac', 'celebrat', 'proud', 'support', 'recogn', 'appreciat'],[7,15]",-,-,-,practice,PI recommendation,general practice,
General-Practice,Finalized (SET) pattern development,recruitment fee,"[' fee '],['recruit'],[5,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,restriction of movement,"['restrict', 'limit', 'constrain', 'confine', 'impede', 'inhibit', 'regulate', 'restrain'],[' move', 'migrat'],['employ', 'work',  'labo(u)?r', 'contractor'],[7,10,10,15]",-,-,-,practice,from Fall 2021 list,general practice,
General-Practice,Finalized (SET) pattern development,develop in intellectual property,"['intellectual property', ' ip ', 'patent'],['develop', 'build', 'accumulate', ' file', 'advance', 'buil(d|t) up', 'cultivate', 'improve', 'strengthen', 'generate', 'acquire', 'produce'],[7,15]",-,-,-,practice,SASB slides: https://www.sasb.org/wp-content/uploads/2021/12/List-of-Proposed-Industries-for-DEI-Industry-Characteristics-Indicators.pdf,general practice,
General-Practice,Finalized (SET) pattern development,large spending on R&D,"['intellectual property', ' ip ', 'patent', 'research and development', 'r&d'],['fund', 'financ(e|ing)', 'spen(t|d)', 'invest in', 'accumulate', 'expand', 'grow', 'broaden', 'prolif(erate|ic)'],[7,15]",-,-,-,practice,SASB slides: https://www.sasb.org/wp-content/uploads/2021/12/List-of-Proposed-Industries-for-DEI-Industry-Characteristics-Indicators.pdf,general practice,
General-Practice,Finalized (SET) pattern development,on-the-job training,"['train', 'instruction', 'learn', 'educat', 'develop(.*)skill', 'skill(.*)develop'],['on(-| )the(-| )job', '(after|post)( |-)hir(e|ing)'],[7,15]",-,-,-,practice,SASB slides: https://www.sasb.org/wp-content/uploads/2021/12/List-of-Proposed-Industries-for-DEI-Industry-Characteristics-Indicators.pdf,general practice,
General-Practice,Finalized (SET) pattern development,transition in a disrupted industry,"['transition', 'flexib', 'adapt', 'redirect', 'alter', 'adjust'],['disrupt', 'chang(ing|e)', 'dynamic', 'waning', 'd(ying|ie) out', 'disappear', 'decline', 'dwindle', 'replac'],['industry', 'business', 'field', 'demand', 'product(s)? ', 'service', 'sector'],[10,7,15,15]",-,-,-,practice,SASB slides: https://www.sasb.org/wp-content/uploads/2021/12/List-of-Proposed-Industries-for-DEI-Industry-Characteristics-Indicators.pdf,general practice,
General-Practice,Finalized (SET) pattern development,policy-anti-prison labor,"['polic(ies|y)', 'procedure'],['prohibit', ' ban(ned|s)? ', 'forb(a|i)d', ' anti', ' no '],['prison labo(u)?r', 'labo(u)?r (of|by) prisoner'],[7,7,7,15]",-,-,-,practice,Corporate Racial Equity Tracker - JUST Capital,general practice,
General-Practice,Finalized (SET) pattern development,flexible work,"[' flexib'],['work'],[5,15]",-,-,-,practice,Diversity and Inclusion Ratings - Diversity and Inclusion Ratings,accommodations,
